,$\beta_1$,$\beta_2$,$\beta_3$,$\beta_4$
32,0.3051716876662718,0.03325794773648611,0.1089645203776348,0.0007697701434095127
33,0.3069986778748953,0.03344389405714382,0.10885973292854402,0.0007762623556913793
34,0.309217891358518,0.033701112462963215,0.10882597216131858,0.0007755823851013205
35,0.30654775168393505,0.033335460873944935,0.10877117754141519,0.0007791174968562196
36,0.3045295046404011,0.033060276516582054,0.10870570544795273,0.0007796427908501011
37,0.3049996226855987,0.03343642268190102,0.1095472957620017,0.0007452668936816523
38,0.3065846791404362,0.033531768093092364,0.10916890948296024,0.0007667885504385302
39,0.30922265760064555,0.03373424179826202,0.10893839002397313,0.0007747533878401361
40,0.30551553095003897,0.033242009178142816,0.10890341773750574,0.0007725141194974028
41,0.3056299741510555,0.03333920116457141,0.10908134802134148,0.0007669320472272541
42,0.30621647014056996,0.033222016069243146,0.10873987913706722,0.0007742809218962527
43,0.30734419923643597,0.033320771174678736,0.10851952407805804,0.0007903604482298244
44,0.30678711315567936,0.033545238777801654,0.10925815465670763,0.000758386655146725
